?cosing_ref	?gene_count	?cosing_inci	?cas_list	?function_list
<http://example.org/cosing/ref/83048>	3	"CYCLOHEXANONE"	"https://identifiers.org/cas/108-94-1"	"SOLVENT,PERFUMING"
<http://example.org/cosing/ref/34267>	3	"HEXYL ALCOHOL"	"https://identifiers.org/cas/111-27-3"	"SURFACTANT - HYDROTROPE,ANTIFOAMING,SOLVENT,SURFACTANT - CLEANSING,PERFUMING"
<http://example.org/cosing/ref/75710>	3	"DIETHYLENE GLYCOL"	"https://identifiers.org/cas/111-46-6"	"SOLVENT,VISCOSITY CONTROLLING,FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/77890>	3	"OLEAMIDE MEA"	"https://identifiers.org/cas/111-58-0"	"SURFACTANT - FOAM BOOSTING,ANTISTATIC,VISCOSITY CONTROLLING"
<http://example.org/cosing/ref/74814>	3	"CAPRYLYL ALCOHOL"	"https://identifiers.org/cas/111-87-5"	"FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/35317>	3	"METHYL OLEATE"	"https://identifiers.org/cas/112-62-9"	"SKIN CONDITIONING - EMOLLIENT,SKIN CONDITIONING,PERFUMING"
<http://example.org/cosing/ref/39928>	3	"ETHYL SALICYLATE"	"https://identifiers.org/cas/118-61-6"	"PERFUMING"
<http://example.org/cosing/ref/54208>	3	"4-AMINO-2-NITROPHENOL"	"https://identifiers.org/cas/119-34-6"	"HAIR DYEING"
<http://example.org/cosing/ref/39977>	3	"FENCHONE"	"https://identifiers.org/cas/1195-79-5"	"PERFUMING"
<http://example.org/cosing/ref/39453>	3	"CYCLOPENTANONE"	"https://identifiers.org/cas/120-92-3"	"PERFUMING"
<http://example.org/cosing/ref/33852>	3	"ETHYL VANILLIN"	"https://identifiers.org/cas/121-32-4"	"SOOTHING,FRAGRANCE"
<http://example.org/cosing/ref/56705>	3	"ILLITE"	"https://identifiers.org/cas/12173-60-3"	"ABSORBENT,BULKING,ANTICAKING,ABRASIVE"
<http://example.org/cosing/ref/40841>	3	"MYRCENE"	"https://identifiers.org/cas/123-35-3"	"PERFUMING"
<http://example.org/cosing/ref/83542>	3	"1,6-HEXANEDIAMINE"	"https://identifiers.org/cas/124-09-4"	"BUFFERING"
<http://example.org/cosing/ref/85926>	3	"BUTETH-2 ACETATE"	"https://identifiers.org/cas/124-17-4"	"SOLVENT,VISCOSITY CONTROLLING,FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/41357>	3	"BETA-PINENES"	"https://identifiers.org/cas/127-91-3"	"PERFUMING"
<http://example.org/cosing/ref/32339>	3	"CALCIUM PEROXIDE"	"https://identifiers.org/cas/1305-79-9"	"OXIDISING"
<http://example.org/cosing/ref/85432>	3	"ACETYLNEURAMINIC ACID"	"https://identifiers.org/cas/131-48-6"	"SKIN PROTECTING,SKIN CONDITIONING"
<http://example.org/cosing/ref/74484>	3	"BENZYL ACETATE"	"https://identifiers.org/cas/140-11-4"	"FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/40998>	3	"NONYL ALCOHOL"	"https://identifiers.org/cas/143-08-8"	"PERFUMING"
<http://example.org/cosing/ref/79722>	3	"POTASSIUM PHOSPHATE"	"https://identifiers.org/cas/16068-46-5"	"BUFFERING"
<http://example.org/cosing/ref/39117>	3	"2-TERT-BUTYL-P-CRESOL"	"https://identifiers.org/cas/2409-55-4"	"PERFUMING"
<http://example.org/cosing/ref/79010>	3	"POLYLYSINE"	"https://identifiers.org/cas/25104-18-1"	"HAIR CONDITIONING"
<http://example.org/cosing/ref/82371>	3	"PHYTONADIONE EPOXIDE"	"https://identifiers.org/cas/25486-55-9"	"ASTRINGENT"
<http://example.org/cosing/ref/33900>	3	"ETIDRONIC ACID"	"https://identifiers.org/cas/2809-21-4"	"CHELATING"
<http://example.org/cosing/ref/33570>	3	"DIRECT YELLOW 12"	"https://identifiers.org/cas/2870-32-8"	"HAIR DYEING"
<http://example.org/cosing/ref/60203>	3	"XYLOGLUCAN"	"https://identifiers.org/cas/37294-28-3"	"HUMECTANT"
<http://example.org/cosing/ref/32909>	3	"CLIMBAZOLE"	"https://identifiers.org/cas/38083-17-9"	"ANTI-SEBORRHEIC,ANTIMICROBIAL,PRESERVATIVE"
<http://example.org/cosing/ref/32428>	3	"CAPSANTHIN/CAPSORUBIN"	"https://identifiers.org/cas/465-42-9"	"COLORANT"
<http://example.org/cosing/ref/37560>	3	"RUSCOGENIN"	"https://identifiers.org/cas/472-11-7"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/97346>	3	"FLUORENONE"	"https://identifiers.org/cas/486-25-9"	"NOT REPORTED"
<http://example.org/cosing/ref/56003>	3	"ETHYL HYDROXYPYRONE"	"https://identifiers.org/cas/4940-11-8"	"FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/54180>	3	"2,3-BUTANEDIOL"	"https://identifiers.org/cas/513-85-9"	"SOLVENT,FRAGRANCE,SKIN CONDITIONING,HUMECTANT"
<http://example.org/cosing/ref/39007>	3	"ACETOIN"	"https://identifiers.org/cas/513-86-0"	"PERFUMING"
<http://example.org/cosing/ref/40137>	3	"HEXADECANE"	"https://identifiers.org/cas/544-76-3"	"PERFUMING"
<http://example.org/cosing/ref/58489>	3	"PROPYLENE GLYCOL T-BUTYL ETHER"	"https://identifiers.org/cas/57018-52-7"	"SOLVENT"
<http://example.org/cosing/ref/54767>	3	"BIFONAZOLE"	"https://identifiers.org/cas/60628-96-8"	"ANTI-SEBORRHEIC,ANTIMICROBIAL"
<http://example.org/cosing/ref/41138>	3	"M-TOLUALDEHYDE"	"https://identifiers.org/cas/620-23-5"	"PERFUMING"
<http://example.org/cosing/ref/87058>	3	"HYDROXYBENZYL ALCOHOL"	"https://identifiers.org/cas/623-05-2"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/41150>	3	"TRIDECANE"	"https://identifiers.org/cas/629-50-5"	"PERFUMING"
<http://example.org/cosing/ref/95740>	3	"ISOSORBIDE"	"https://identifiers.org/cas/652-67-5"	"SKIN CONDITIONING,HUMECTANT"
<http://example.org/cosing/ref/35143>	3	"MALTOSE"	"https://identifiers.org/cas/69-79-4"	"FRAGRANCE,SKIN CONDITIONING,MOISTURISING"
<http://example.org/cosing/ref/39026>	3	"AMYL ALCOHOL"	"https://identifiers.org/cas/71-41-0"	"PERFUMING"
<http://example.org/cosing/ref/91743>	3	"UFIPRAZOLE"	"https://identifiers.org/cas/73590-85-9"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/86716>	3	"TIN"	"https://identifiers.org/cas/7440-31-5"	"SURFACTANT - CLEANSING"
<http://example.org/cosing/ref/56726>	3	"IODOFORM"	"https://identifiers.org/cas/75-47-8"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/59174>	3	"SODIUM HYPOCHLORITE"	"https://identifiers.org/cas/7681-52-9"	"OXIDISING"
<http://example.org/cosing/ref/75067>	3	"CEDROL"	"https://identifiers.org/cas/77-53-2"	"SKIN CONDITIONING - EMOLLIENT,FRAGRANCE,SKIN CONDITIONING"
<http://example.org/cosing/ref/38407>	3	"SULFUR"	"https://identifiers.org/cas/7704-34-9"	"ANTI-SEBORRHEIC,ANTI-SEBUM,HAIR CONDITIONING,ANTISTATIC,SKIN CONDITIONING"
<http://example.org/cosing/ref/75467>	3	"COLLOIDAL SULFUR"	"https://identifiers.org/cas/7704-34-9"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/75561>	3	"DIHYDROLANOSTEROL"	"https://identifiers.org/cas/79-62-9"	"EMULSION STABILISING,SKIN CONDITIONING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/31468>	3	"1,5-NAPHTHALENEDIOL"	"https://identifiers.org/cas/83-56-7"	"HAIR DYEING"
<http://example.org/cosing/ref/55907>	3	"DISODIUM GUANYLATE"	"https://identifiers.org/cas/85-32-5"	"SKIN CONDITIONING - EMOLLIENT,SKIN CONDITIONING,HUMECTANT"
<http://example.org/cosing/ref/33791>	3	"ERYTHORBIC ACID"	"https://identifiers.org/cas/89-65-6"	"ANTIOXIDANT"
<http://example.org/cosing/ref/87341>	3	"MENTHONE"	"https://identifiers.org/cas/89-80-5"	"PERFUMING"
<http://example.org/cosing/ref/32480>	3	"CELLULOSE"	"https://identifiers.org/cas/9004-34-6"	"ABSORBENT,BULKING,OPACIFYING,VISCOSITY CONTROLLING"
<http://example.org/cosing/ref/78508>	3	"MICROCRYSTALLINE CELLULOSE"	"https://identifiers.org/cas/9004-34-6"	"EMULSION STABILISING,ABSORBENT,BULKING,ANTICAKING,ABRASIVE,OPACIFYING,VISCOSITY CONTROLLING,LIGHT STABILIZER"
<http://example.org/cosing/ref/40733>	3	"2-METHYLNAPHTHALENE"	"https://identifiers.org/cas/91-57-6"	"PERFUMING"
<http://example.org/cosing/ref/89964>	3	"SODIUM CYANATE"	"https://identifiers.org/cas/917-61-3"	"NOT REPORTED"
<http://example.org/cosing/ref/40264>	3	"HYDRATROPIC ALDEHYDE"	"https://identifiers.org/cas/93-53-8"	"PERFUMING"
<http://example.org/cosing/ref/33823>	3	"ETHYL HEXANEDIOL"	"https://identifiers.org/cas/94-96-2"	"SOLVENT"
<http://example.org/cosing/ref/96738>	3	"DEOXYCYTIDINE"	"https://identifiers.org/cas/951-77-9"	"HAIR CONDITIONING"
<http://example.org/cosing/ref/33262>	3	"DICHLOROPHENE"	"https://identifiers.org/cas/97-23-4"	"ANTIMICROBIAL,DEODORANT"
<http://example.org/cosing/ref/54654>	3	"BENZOYL CHLORIDE"	"https://identifiers.org/cas/98-88-4"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/40407>	2	"METHOXYACETOPHENONE"	"https://identifiers.org/cas/100-06-1"	"PERFUMING"
<http://example.org/cosing/ref/35256>	2	"METHENAMINE"	"https://identifiers.org/cas/100-97-0"	"ANTIMICROBIAL,PRESERVATIVE"
<http://example.org/cosing/ref/33813>	2	"ETHYL CINNAMATE"	"https://identifiers.org/cas/103-36-6"	"UV ABSORBER,PERFUMING"
<http://example.org/cosing/ref/41303>	2	"2,4-XYLENOL"	"https://identifiers.org/cas/105-67-9"	"PERFUMING"
<http://example.org/cosing/ref/38551>	2	"TETRABUTYL AMMONIUM BROMIDE"	"https://identifiers.org/cas/10549-76-5"	"ANTIMICROBIAL,ANTISTATIC"
<http://example.org/cosing/ref/31692>	2	"BUTANE"	"https://identifiers.org/cas/106-97-8"	"PROPELLANT"
<http://example.org/cosing/ref/35359>	2	"MIBK"	"https://identifiers.org/cas/108-10-1"	"DENATURANT,SOLVENT,PERFUMING"
<http://example.org/cosing/ref/60300>	2	"THIODIPROPIONIC ACID"	"https://identifiers.org/cas/111-17-1"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/40121>	2	"HEPTANOL"	"https://identifiers.org/cas/111-70-6"	"PERFUMING"
<http://example.org/cosing/ref/92055>	2	"HEXYLOXYETHANOL"	"https://identifiers.org/cas/112-25-4"	"SOLVENT"
<http://example.org/cosing/ref/75500>	2	"DECYL ALCOHOL"	"https://identifiers.org/cas/112-30-1"	"SURFACTANT - FOAM BOOSTING,SKIN CONDITIONING - EMOLLIENT,VISCOSITY CONTROLLING,FRAGRANCE,SURFACTANT - CLEANSING"
<http://example.org/cosing/ref/80491>	2	"UNDECANOIC ACID"	"https://identifiers.org/cas/112-37-8"	"ANTI-SEBUM,CLEANSING,FRAGRANCE,SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
